,in,out,init_soc
7545,15.0,14.0,1.0
7546,16.0,9.0,0.7
7547,19.0,5.0,0.7
7548,16.0,12.0,0.4
7549,18.0,9.0,0.4
7550,14.0,12.0,0.8
7551,9.0,11.0,0.7
7552,17.0,7.0,0.6
7553,17.0,10.0,0.9
7554,16.0,9.0,1.0
7555,13.0,7.0,0.7
7556,17.0,9.0,0.8
7557,17.0,11.0,0.7
7558,20.0,10.0,0.4
7559,19.0,10.0,0.3
7560,15.0,12.0,0.8
7561,18.0,6.0,0.4
7562,18.0,10.0,0.7
7563,17.0,10.0,0.4
7564,15.0,15.0,0.9
7565,17.0,10.0,0.5
7566,0.0,11.0,0.4
7567,19.0,6.0,0.5
7568,13.0,9.0,0.8
7569,14.0,10.0,0.3
7570,15.0,6.0,0.9
7571,21.0,10.0,1.0
7572,19.0,10.0,0.5
7573,21.0,11.0,0.7
7574,23.0,8.0,0.3
7575,16.0,9.0,0.2
7576,14.0,10.0,0.8
7577,18.0,9.0,0.3
7578,14.0,8.0,0.3
7579,14.0,8.0,0.5
7580,17.0,8.0,0.1
7581,21.0,11.0,0.3
7582,18.0,10.0,0.9
7583,18.0,8.0,0.2
7584,16.0,9.0,0.5
7585,17.0,11.0,0.5
7586,17.0,11.0,0.5
7587,17.0,14.0,1.0
7588,13.0,11.0,0.7
7589,19.0,12.0,0.5
7590,20.0,9.0,0.4
7591,15.0,11.0,0.1
7592,15.0,9.0,0.7
7593,18.0,8.0,0.6
7594,18.0,9.0,0.5
7595,21.0,7.0,0.7
7596,20.0,7.0,0.1
7597,16.0,8.0,0.9
7598,18.0,9.0,0.5
7599,14.0,13.0,0.2
7600,17.0,5.0,0.4
7601,14.0,13.0,0.9
7602,17.0,10.0,0.3
7603,14.0,11.0,0.6
7604,18.0,15.0,0.7
7605,16.0,11.0,0.6
7606,20.0,9.0,0.6
7607,12.0,6.0,0.4
7608,15.0,12.0,0.7
7609,19.0,9.0,0.4
7610,17.0,9.0,0.1
7611,0.0,10.0,0.4
7612,1.0,11.0,0.8
7613,16.0,9.0,0.1
7614,17.0,12.0,0.4
7615,14.0,11.0,0.4
7616,11.0,11.0,0.6
7617,18.0,8.0,0.4
7618,19.0,7.0,0.3
7619,14.0,10.0,0.6
7620,21.0,8.0,0.6
7621,20.0,6.0,0.6
7622,19.0,14.0,0.1
7623,22.0,12.0,0.5
7624,14.0,8.0,0.8
7625,15.0,9.0,0.5
7626,12.0,9.0,0.3
7627,14.0,13.0,0.4
7628,17.0,8.0,0.2
7629,18.0,10.0,0.6
7630,17.0,10.0,0.9
7631,19.0,11.0,0.8
7632,19.0,16.0,0.4
7633,18.0,7.0,0.2
7634,18.0,10.0,0.5
7635,20.0,11.0,0.9
7636,20.0,9.0,0.2
7637,12.0,8.0,0.5
7638,10.0,10.0,0.3
7639,14.0,7.0,0.7
7640,0.0,11.0,0.4
7641,19.0,13.0,0.1
7642,19.0,10.0,0.2
7643,22.0,9.0,0.5
7644,14.0,6.0,0.5
7645,20.0,10.0,0.1
7646,17.0,10.0,0.5
7647,18.0,7.0,0.6
7648,16.0,12.0,0.6
7649,12.0,9.0,0.7
7650,18.0,11.0,0.3
7651,16.0,14.0,0.1
7652,13.0,13.0,0.2
7653,16.0,10.0,0.9
7654,14.0,9.0,0.5
7655,17.0,9.0,0.9
7656,15.0,14.0,0.3
7657,14.0,14.0,0.5
7658,13.0,11.0,0.9
7659,16.0,13.0,0.8
7660,20.0,6.0,0.6
7661,19.0,13.0,0.2
7662,18.0,7.0,0.2
7663,19.0,9.0,0.6
7664,15.0,9.0,0.7
7665,16.0,8.0,0.4
7666,15.0,10.0,1.0
7667,15.0,8.0,0.8
7668,2.0,8.0,0.1
7669,14.0,13.0,0.3
7670,17.0,11.0,0.2
7671,12.0,12.0,0.8
7672,21.0,10.0,0.4
7673,11.0,7.0,0.3
7674,17.0,11.0,0.2
7675,15.0,8.0,0.3
7676,18.0,14.0,0.6
7677,17.0,8.0,0.5
7678,16.0,7.0,0.6
7679,17.0,8.0,0.5
7680,15.0,9.0,0.3
7681,17.0,7.0,0.8
7682,15.0,10.0,0.6
7683,14.0,9.0,0.7
7684,19.0,15.0,0.2
7685,1.0,10.0,0.3
7686,14.0,9.0,0.5
7687,18.0,13.0,0.4
7688,13.0,11.0,0.2
7689,19.0,9.0,0.2
7690,17.0,6.0,0.7
7691,17.0,13.0,0.3
7692,18.0,10.0,0.3
7693,20.0,9.0,0.3
7694,17.0,5.0,0.4
7695,17.0,7.0,0.7
7696,11.0,10.0,0.7
7697,20.0,12.0,0.7
7698,17.0,7.0,0.6
7699,15.0,8.0,0.7
7700,16.0,8.0,0.3
7701,16.0,12.0,0.3
7702,13.0,8.0,0.9
7703,12.0,13.0,0.8
7704,12.0,11.0,0.9
7705,21.0,8.0,0.1
7706,22.0,6.0,0.4
7707,12.0,11.0,0.4
7708,21.0,13.0,0.5
7709,13.0,8.0,0.3
7710,20.0,10.0,0.4
7711,15.0,11.0,0.4
7712,14.0,12.0,0.7
7713,0.0,9.0,0.4
7714,17.0,6.0,0.8
7715,12.0,7.0,0.8
7716,15.0,7.0,0.9
7717,22.0,11.0,0.7
7718,13.0,6.0,0.2
7719,13.0,8.0,0.2
7720,21.0,11.0,0.5
7721,17.0,10.0,0.3
7722,16.0,10.0,0.1
7723,19.0,7.0,0.6
7724,18.0,13.0,0.7
7725,20.0,14.0,0.5
7726,9.0,11.0,0.3
7727,13.0,13.0,0.5
7728,17.0,8.0,0.4
7729,13.0,16.0,0.6
7730,16.0,10.0,0.8
7731,13.0,10.0,0.6
7732,16.0,11.0,0.8
7733,15.0,8.0,0.8
7734,15.0,10.0,0.3
7735,15.0,10.0,0.8
7736,22.0,11.0,0.7
7737,12.0,11.0,0.7
7738,13.0,13.0,0.8
7739,17.0,10.0,0.3
7740,23.0,13.0,0.6
7741,18.0,8.0,0.4
7742,20.0,14.0,0.3
7743,12.0,10.0,0.4
7744,18.0,5.0,0.5
7745,16.0,8.0,0.5
7746,17.0,11.0,0.2
7747,18.0,6.0,0.8
7748,21.0,13.0,0.2
7749,17.0,9.0,0.3
7750,20.0,10.0,0.4
7751,15.0,11.0,0.9
7752,15.0,5.0,0.9
7753,22.0,7.0,0.7
7754,18.0,10.0,0.8
7755,18.0,7.0,0.7
7756,20.0,8.0,1.0
7757,14.0,8.0,0.7
7758,16.0,5.0,0.3
7759,17.0,11.0,0.9
7760,15.0,8.0,0.3
7761,14.0,9.0,0.4
7762,8.0,7.0,0.5
7763,14.0,11.0,0.9
7764,14.0,13.0,0.7
7765,16.0,11.0,0.2
7766,22.0,9.0,0.5
7767,15.0,11.0,0.5
7768,13.0,10.0,0.8
7769,19.0,9.0,0.7
7770,17.0,12.0,0.3
7771,10.0,12.0,0.3
7772,14.0,10.0,0.3
7773,17.0,11.0,0.9
7774,13.0,10.0,0.8
7775,15.0,10.0,0.9
7776,19.0,14.0,1.0
7777,19.0,7.0,0.8
7778,17.0,4.0,0.7
7779,19.0,10.0,0.5
7780,15.0,9.0,0.3
7781,19.0,13.0,1.0
7782,14.0,14.0,0.4
7783,21.0,9.0,0.6
7784,14.0,14.0,0.7
7785,18.0,7.0,0.3
7786,16.0,11.0,0.3
7787,17.0,8.0,0.4
7788,3.0,15.0,0.8
7789,15.0,12.0,0.8
7790,19.0,10.0,0.7
7791,14.0,10.0,0.5
7792,14.0,10.0,0.5
7793,19.0,6.0,0.5
7794,16.0,7.0,0.7
7795,3.0,14.0,0.4
7796,18.0,14.0,0.2
7797,14.0,11.0,0.2
7798,18.0,8.0,0.4
7799,19.0,8.0,0.8
7800,15.0,8.0,0.8
7801,18.0,11.0,0.9
7802,18.0,11.0,0.5
7803,13.0,9.0,0.7
7804,16.0,9.0,0.3
7805,15.0,10.0,0.6
7806,22.0,8.0,0.8
7807,13.0,8.0,0.7
7808,14.0,12.0,0.7
7809,15.0,7.0,0.9
7810,14.0,12.0,0.8
7811,20.0,9.0,0.4
7812,20.0,10.0,1.0
7813,19.0,12.0,0.4
7814,17.0,12.0,0.3
7815,20.0,11.0,1.0
7816,14.0,7.0,0.6
7817,16.0,10.0,0.5
7818,18.0,13.0,0.6
7819,22.0,8.0,0.4
7820,0.0,12.0,0.3
7821,20.0,9.0,0.9
7822,14.0,8.0,1.0
7823,15.0,12.0,0.7
7824,13.0,6.0,0.6
7825,20.0,11.0,0.5
7826,12.0,9.0,0.4
7827,15.0,8.0,0.1
7828,20.0,10.0,0.9
7829,17.0,6.0,0.4
7830,18.0,12.0,0.4
7831,19.0,11.0,0.7
7832,17.0,7.0,0.3
7833,16.0,7.0,0.4
7834,15.0,13.0,0.3
7835,22.0,9.0,0.6
7836,18.0,9.0,0.2
7837,20.0,10.0,0.7
7838,20.0,2.0,0.7
7839,16.0,10.0,0.3
7840,17.0,12.0,0.8
7841,15.0,7.0,0.6
7842,20.0,7.0,0.4
7843,15.0,7.0,0.1
7844,19.0,10.0,0.4
7845,15.0,15.0,0.2
7846,19.0,13.0,0.4
7847,18.0,11.0,0.7
7848,13.0,8.0,0.8
7849,21.0,8.0,0.3
7850,17.0,8.0,0.2
7851,20.0,11.0,0.2
7852,18.0,14.0,0.1
7853,16.0,8.0,0.6
7854,12.0,13.0,0.2
7855,18.0,11.0,0.8
7856,18.0,10.0,0.8
7857,18.0,11.0,0.2
7858,3.0,11.0,0.4
7859,19.0,11.0,0.6
7860,17.0,15.0,0.5
7861,20.0,10.0,0.5
7862,19.0,7.0,0.6
7863,20.0,13.0,0.9
7864,17.0,9.0,0.2
7865,20.0,7.0,0.2
7866,21.0,10.0,0.3
7867,13.0,9.0,1.0
7868,16.0,7.0,0.2
7869,21.0,9.0,0.6
7870,12.0,10.0,0.6
7871,16.0,11.0,0.9
7872,21.0,11.0,0.4
7873,13.0,8.0,0.8
7874,23.0,6.0,0.2
7875,21.0,10.0,0.1
7876,12.0,6.0,0.6
7877,22.0,10.0,0.7
7878,13.0,10.0,0.9
7879,14.0,12.0,0.4
7880,18.0,10.0,0.5
7881,18.0,9.0,0.4
7882,21.0,9.0,0.2
7883,10.0,10.0,0.5
7884,16.0,11.0,0.3
7885,21.0,10.0,0.4
7886,15.0,8.0,0.6
7887,18.0,9.0,0.2
7888,21.0,9.0,0.3
7889,17.0,13.0,0.3
7890,16.0,10.0,0.5
7891,20.0,13.0,0.6
7892,15.0,7.0,0.9
7893,11.0,9.0,0.4
7894,20.0,12.0,0.2
7895,18.0,7.0,0.8
7896,2.0,7.0,0.8
7897,15.0,12.0,0.1
7898,20.0,6.0,0.1
7899,22.0,12.0,0.6
7900,16.0,7.0,0.3
7901,16.0,10.0,0.8
7902,19.0,10.0,0.7
7903,17.0,10.0,0.4
7904,16.0,10.0,0.4
7905,20.0,9.0,0.6
7906,22.0,11.0,0.3
7907,22.0,13.0,0.4
7908,14.0,12.0,0.6
7909,16.0,7.0,0.3
7910,20.0,11.0,0.3
7911,21.0,11.0,0.6
7912,17.0,11.0,0.7
7913,19.0,9.0,0.5
7914,15.0,8.0,0.6
7915,14.0,9.0,1.0
7916,19.0,12.0,0.9
7917,17.0,7.0,0.2
7918,12.0,13.0,0.9
7919,19.0,9.0,1.0
7920,19.0,7.0,0.6
7921,15.0,9.0,0.7
7922,9.0,12.0,0.7
7923,17.0,11.0,0.9
7924,20.0,8.0,0.8
7925,14.0,8.0,0.7
7926,16.0,11.0,0.8
7927,10.0,6.0,0.7
7928,14.0,10.0,0.3
7929,20.0,10.0,0.8
7930,14.0,15.0,0.9
7931,14.0,12.0,0.2
7932,17.0,10.0,1.0
7933,11.0,14.0,0.7
7934,14.0,11.0,0.8
7935,23.0,12.0,0.8
7936,9.0,14.0,0.6
7937,17.0,9.0,0.6
7938,14.0,10.0,0.3
7939,17.0,8.0,0.4
7940,11.0,10.0,0.1
7941,17.0,8.0,0.1
7942,15.0,9.0,0.8
7943,12.0,8.0,0.8
7944,20.0,10.0,0.7
7945,13.0,12.0,0.2
7946,19.0,13.0,1.0
7947,19.0,7.0,0.7
7948,21.0,11.0,0.8
7949,14.0,10.0,0.9
7950,22.0,10.0,0.8
7951,18.0,11.0,0.2
7952,19.0,11.0,0.8
7953,19.0,8.0,0.6
7954,21.0,7.0,0.1
7955,17.0,14.0,0.7
7956,12.0,13.0,0.6
7957,18.0,12.0,0.2
7958,18.0,8.0,0.4
7959,15.0,14.0,0.2
7960,14.0,9.0,0.9
7961,20.0,8.0,1.0
7962,22.0,12.0,0.4
7963,19.0,11.0,0.2
7964,15.0,10.0,0.8
7965,20.0,8.0,0.1
7966,15.0,9.0,0.9
7967,13.0,11.0,0.7
7968,18.0,11.0,0.2
7969,21.0,13.0,0.7
7970,14.0,12.0,0.6
7971,18.0,11.0,0.8
7972,17.0,10.0,0.5
7973,0.0,9.0,0.4
7974,13.0,8.0,0.6
7975,16.0,11.0,0.3
7976,16.0,10.0,0.7
7977,16.0,11.0,0.9
7978,19.0,9.0,0.3
7979,16.0,11.0,0.8
7980,16.0,11.0,0.6
7981,16.0,9.0,0.3
7982,13.0,8.0,0.9
7983,12.0,9.0,0.1
7984,21.0,6.0,0.4
7985,21.0,10.0,0.6
7986,16.0,6.0,0.5
7987,12.0,12.0,0.6
7988,13.0,13.0,0.4
7989,13.0,15.0,0.9
7990,20.0,10.0,0.7
7991,15.0,9.0,0.9
7992,16.0,10.0,0.9
7993,21.0,9.0,0.2
7994,19.0,10.0,0.7
7995,16.0,12.0,0.7
7996,21.0,7.0,0.7
7997,17.0,10.0,0.7
7998,22.0,9.0,0.7
7999,16.0,11.0,0.8
8000,23.0,15.0,0.9
8001,22.0,14.0,0.7
8002,20.0,10.0,0.2
8003,18.0,6.0,0.6
8004,16.0,9.0,0.6
8005,19.0,11.0,0.7
8006,19.0,9.0,0.6
8007,17.0,11.0,0.2
8008,10.0,9.0,0.6
8009,12.0,14.0,0.2
8010,13.0,6.0,0.8
8011,22.0,12.0,0.2
8012,20.0,10.0,0.5
8013,17.0,8.0,0.7
8014,14.0,10.0,0.4
8015,14.0,12.0,0.2
8016,19.0,10.0,0.5
8017,13.0,9.0,0.9
8018,17.0,10.0,0.9
8019,16.0,10.0,0.5
8020,16.0,10.0,0.6
8021,19.0,10.0,0.7
8022,22.0,12.0,0.2
8023,19.0,8.0,0.5
8024,14.0,7.0,0.4
8025,15.0,7.0,0.3
8026,14.0,10.0,0.2
8027,17.0,13.0,0.7
8028,19.0,9.0,0.2
8029,21.0,6.0,0.5
8030,9.0,13.0,0.5
8031,17.0,9.0,0.3
8032,20.0,9.0,0.5
8033,14.0,13.0,0.6
8034,15.0,11.0,0.4
8035,17.0,12.0,0.4
8036,21.0,11.0,0.5
8037,15.0,11.0,0.2
8038,21.0,9.0,0.4
8039,16.0,11.0,0.8
8040,19.0,9.0,0.5
8041,1.0,13.0,0.5
8042,16.0,7.0,1.0
8043,17.0,12.0,0.7
8044,18.0,7.0,0.2
8045,9.0,13.0,0.2
8046,19.0,11.0,0.4
8047,13.0,12.0,0.8
8048,12.0,12.0,0.1
8049,18.0,9.0,0.8
8050,13.0,11.0,0.7
8051,16.0,11.0,0.2
8052,16.0,12.0,0.5
8053,17.0,4.0,0.3
8054,17.0,10.0,0.9
8055,19.0,8.0,0.3
8056,20.0,10.0,0.6
8057,0.0,11.0,0.3
8058,20.0,9.0,0.7
8059,15.0,6.0,0.7
8060,9.0,11.0,0.3
8061,17.0,4.0,0.1
8062,15.0,11.0,0.9
8063,16.0,10.0,0.1
8064,17.0,9.0,0.4
8065,22.0,7.0,0.5
8066,18.0,11.0,0.2
8067,18.0,13.0,0.8
8068,15.0,8.0,0.9
8069,19.0,12.0,0.3
8070,14.0,9.0,0.5
8071,19.0,10.0,0.8
8072,11.0,7.0,0.5
8073,15.0,10.0,0.9
8074,13.0,9.0,0.8
8075,21.0,14.0,0.8
8076,20.0,9.0,0.7
8077,20.0,9.0,0.6
8078,17.0,10.0,0.7
8079,17.0,11.0,0.5
8080,14.0,9.0,0.4
8081,16.0,10.0,0.6
8082,19.0,11.0,0.6
8083,16.0,7.0,1.0
8084,17.0,8.0,0.9
8085,18.0,12.0,0.6
8086,19.0,7.0,0.6
8087,21.0,10.0,0.6
8088,15.0,7.0,0.9
8089,11.0,11.0,0.7
8090,15.0,12.0,0.7
8091,20.0,7.0,0.3
8092,16.0,11.0,0.5
8093,21.0,8.0,0.2
8094,22.0,10.0,0.6
8095,13.0,8.0,0.5
8096,11.0,15.0,0.4
8097,10.0,12.0,0.3
8098,11.0,10.0,0.3
8099,14.0,13.0,0.7
8100,16.0,11.0,0.3
8101,17.0,13.0,0.3
8102,14.0,10.0,0.9
8103,17.0,9.0,0.3
8104,20.0,11.0,0.8
8105,15.0,9.0,1.0
8106,18.0,12.0,0.2
8107,22.0,10.0,0.8
8108,17.0,18.0,0.5
8109,16.0,10.0,0.2
8110,13.0,8.0,0.5
8111,15.0,13.0,0.2
8112,20.0,7.0,0.7
8113,16.0,10.0,0.6
8114,17.0,11.0,0.8
8115,18.0,13.0,0.3
8116,19.0,8.0,0.2
8117,14.0,10.0,0.2
8118,20.0,10.0,0.3
8119,18.0,10.0,0.7
8120,16.0,12.0,0.6
8121,18.0,7.0,0.7
8122,13.0,8.0,0.5
8123,19.0,11.0,0.3
8124,17.0,11.0,0.7
8125,19.0,10.0,0.9
8126,22.0,11.0,0.6
8127,18.0,12.0,0.9
8128,19.0,7.0,0.4
8129,20.0,9.0,0.3
8130,23.0,9.0,0.6
8131,12.0,11.0,0.7
8132,14.0,9.0,0.7
8133,18.0,6.0,0.4
8134,22.0,9.0,0.5
8135,23.0,9.0,0.9
8136,19.0,9.0,0.4
8137,22.0,14.0,0.8
8138,18.0,12.0,0.4
8139,21.0,12.0,0.7
8140,17.0,11.0,0.5
8141,15.0,11.0,0.4
8142,16.0,12.0,0.9
8143,0.0,8.0,0.4
8144,18.0,8.0,0.4
8145,16.0,7.0,0.4
8146,12.0,8.0,0.8
8147,20.0,15.0,0.5
8148,16.0,10.0,0.6
8149,15.0,12.0,0.7
8150,10.0,9.0,0.8
8151,15.0,10.0,0.7
8152,18.0,8.0,0.2
8153,15.0,8.0,0.5
8154,20.0,9.0,0.7
8155,14.0,11.0,0.8
8156,16.0,9.0,0.7
8157,15.0,7.0,0.2
8158,18.0,12.0,0.3
8159,18.0,13.0,0.7
8160,0.0,10.0,0.2
8161,20.0,6.0,0.1
8162,19.0,14.0,0.8
8163,19.0,10.0,0.3
8164,14.0,11.0,0.6
8165,16.0,8.0,0.7
8166,15.0,9.0,0.5
8167,17.0,9.0,0.5
8168,15.0,9.0,0.1
8169,6.0,8.0,0.7
8170,16.0,13.0,0.6
8171,16.0,10.0,0.1
8172,15.0,7.0,0.3
8173,14.0,10.0,0.6
8174,18.0,13.0,0.3
8175,20.0,10.0,0.5
8176,17.0,13.0,0.6
8177,13.0,10.0,0.4
8178,23.0,8.0,0.1
8179,16.0,13.0,1.0
8180,19.0,12.0,0.2
8181,19.0,11.0,0.3
8182,19.0,11.0,0.9
8183,16.0,12.0,0.5
8184,17.0,13.0,0.5
8185,15.0,8.0,1.0
8186,17.0,9.0,0.9
8187,16.0,8.0,0.4
8188,13.0,12.0,0.7
8189,15.0,11.0,0.2
8190,19.0,10.0,0.6
8191,13.0,11.0,0.9
8192,20.0,7.0,0.5
8193,20.0,9.0,0.2
8194,11.0,13.0,0.7
8195,22.0,9.0,0.1
8196,22.0,13.0,0.6
8197,15.0,11.0,0.4
8198,15.0,11.0,0.6
8199,20.0,9.0,0.2
8200,18.0,8.0,0.1
8201,14.0,15.0,1.0
8202,16.0,10.0,0.5
8203,16.0,6.0,1.0
8204,14.0,7.0,0.4
8205,14.0,10.0,0.9
8206,15.0,11.0,0.8
8207,22.0,12.0,0.8
8208,11.0,8.0,0.4
8209,17.0,6.0,0.5
8210,19.0,10.0,0.4
8211,20.0,10.0,0.9
8212,17.0,9.0,0.4
8213,19.0,5.0,0.8
8214,15.0,12.0,0.7
8215,1.0,11.0,0.6
8216,21.0,12.0,0.2
8217,21.0,10.0,0.2
8218,20.0,9.0,0.3
8219,16.0,11.0,0.3
8220,18.0,7.0,0.7
8221,20.0,12.0,0.6
8222,15.0,9.0,0.2
8223,16.0,8.0,0.9
8224,18.0,14.0,0.4
8225,16.0,9.0,0.4
8226,20.0,9.0,0.3
8227,13.0,11.0,0.8
8228,22.0,8.0,0.4
8229,21.0,13.0,0.5
8230,17.0,7.0,0.8
8231,16.0,11.0,0.4
8232,18.0,7.0,0.9
8233,21.0,8.0,0.3
8234,11.0,7.0,0.7
8235,17.0,13.0,0.1
8236,20.0,11.0,0.4
8237,17.0,9.0,0.8
8238,19.0,8.0,0.9
8239,19.0,8.0,0.6
8240,20.0,9.0,0.3
8241,10.0,9.0,0.3
8242,21.0,10.0,0.8
8243,16.0,12.0,0.9
8244,19.0,10.0,0.9
8245,17.0,10.0,0.2
8246,15.0,9.0,0.7
8247,18.0,12.0,0.7
8248,16.0,10.0,0.1
8249,13.0,10.0,0.4
8250,18.0,11.0,0.1
8251,16.0,9.0,0.4
8252,17.0,10.0,0.6
8253,19.0,11.0,0.4
8254,14.0,10.0,0.6
8255,18.0,8.0,0.5
8256,16.0,11.0,0.1
8257,17.0,14.0,0.3
8258,20.0,8.0,0.3
8259,20.0,12.0,0.2
8260,14.0,9.0,0.1
8261,21.0,6.0,0.1
8262,15.0,9.0,0.7
8263,16.0,9.0,0.6
8264,19.0,8.0,0.2
8265,19.0,10.0,0.8
8266,22.0,5.0,0.4
8267,14.0,9.0,0.8
8268,18.0,5.0,0.6
8269,1.0,8.0,0.3
8270,13.0,12.0,0.5
8271,16.0,10.0,0.8
8272,18.0,8.0,0.8
8273,16.0,11.0,0.5
8274,19.0,8.0,0.7
8275,22.0,9.0,0.3
8276,23.0,11.0,1.0
8277,19.0,10.0,0.7
8278,17.0,12.0,0.9
8279,16.0,9.0,0.9
8280,19.0,8.0,0.5
8281,12.0,8.0,0.6
8282,14.0,13.0,0.7
8283,0.0,12.0,0.1
8284,17.0,10.0,0.3
8285,23.0,10.0,0.2
8286,15.0,14.0,0.6
8287,21.0,9.0,0.8
8288,16.0,10.0,0.7
8289,15.0,12.0,0.6
8290,16.0,8.0,0.8
8291,15.0,7.0,0.4
8292,17.0,9.0,0.1
8293,18.0,11.0,0.5
8294,13.0,11.0,0.9
8295,17.0,12.0,0.3
8296,20.0,11.0,0.5
8297,20.0,13.0,0.2
8298,20.0,4.0,0.8
8299,19.0,10.0,0.6
8300,7.0,8.0,0.8
8301,13.0,7.0,0.6
8302,19.0,10.0,0.2
8303,18.0,5.0,0.2
8304,17.0,7.0,0.3
8305,17.0,11.0,0.9
8306,17.0,12.0,0.6
8307,19.0,11.0,0.1
8308,0.0,11.0,0.2
8309,20.0,7.0,0.9
8310,17.0,10.0,0.8
8311,23.0,8.0,0.3
8312,20.0,9.0,0.8
8313,20.0,10.0,0.5
8314,15.0,10.0,0.8
8315,17.0,11.0,0.1
8316,15.0,8.0,0.3
8317,18.0,9.0,0.6
8318,19.0,11.0,0.5
8319,20.0,12.0,0.2
8320,19.0,13.0,0.3
8321,2.0,13.0,0.2
8322,19.0,9.0,1.0
8323,19.0,7.0,0.4
8324,13.0,11.0,0.7
8325,0.0,6.0,0.2
8326,18.0,8.0,0.1
8327,18.0,13.0,0.2
8328,16.0,7.0,0.4
8329,0.0,11.0,0.3
8330,15.0,10.0,0.9
8331,14.0,10.0,0.5
8332,20.0,7.0,0.4
8333,11.0,9.0,0.8
8334,13.0,9.0,0.6
8335,17.0,12.0,0.3
8336,16.0,8.0,0.5
8337,15.0,12.0,0.6
8338,23.0,9.0,0.5
8339,22.0,13.0,0.3
8340,21.0,8.0,0.5
8341,12.0,11.0,0.2
8342,20.0,12.0,0.9
8343,18.0,11.0,0.6
8344,20.0,10.0,0.1
8345,21.0,13.0,0.4
8346,19.0,13.0,0.4
8347,16.0,13.0,0.5
8348,10.0,13.0,0.3
8349,14.0,4.0,0.9
8350,17.0,11.0,0.5
8351,16.0,9.0,0.3
8352,20.0,9.0,0.7
8353,18.0,9.0,0.6
8354,17.0,10.0,0.5
8355,20.0,9.0,0.3
8356,15.0,12.0,0.4
8357,17.0,11.0,0.8
8358,17.0,11.0,0.4
8359,14.0,9.0,0.7
8360,19.0,9.0,0.5
8361,15.0,12.0,0.6
8362,18.0,6.0,0.3
8363,18.0,9.0,0.9
8364,15.0,13.0,0.9
8365,22.0,8.0,0.6
8366,16.0,8.0,0.8
8367,20.0,7.0,0.2
8368,16.0,7.0,0.1
8369,16.0,12.0,0.5
8370,20.0,8.0,0.3
8371,12.0,4.0,0.9
8372,20.0,8.0,0.3
8373,23.0,13.0,0.1
8374,14.0,8.0,0.1
8375,17.0,9.0,0.5
8376,20.0,10.0,0.8
8377,14.0,9.0,0.8
8378,15.0,8.0,0.1
8379,19.0,7.0,0.4
8380,19.0,7.0,0.1
8381,21.0,8.0,0.2
8382,20.0,10.0,0.2
8383,15.0,9.0,0.5
8384,15.0,12.0,0.7
8385,12.0,9.0,0.1
8386,15.0,7.0,0.5
8387,17.0,7.0,0.9
8388,19.0,8.0,1.0
8389,22.0,9.0,0.2
8390,15.0,10.0,0.3
8391,19.0,8.0,0.3
8392,13.0,13.0,0.6
8393,20.0,11.0,0.2
8394,16.0,10.0,0.5
8395,17.0,10.0,0.8
8396,21.0,12.0,0.3
8397,18.0,12.0,0.3
8398,18.0,11.0,0.3
8399,14.0,9.0,0.6
8400,16.0,9.0,0.2
8401,16.0,14.0,0.8
8402,16.0,9.0,0.9
8403,20.0,9.0,0.2
8404,23.0,11.0,0.5
8405,21.0,12.0,0.5
8406,17.0,10.0,0.8
8407,13.0,12.0,0.8
8408,17.0,10.0,0.2
8409,18.0,6.0,0.4
8410,21.0,14.0,0.6
8411,19.0,16.0,0.3
8412,12.0,11.0,0.1
8413,17.0,10.0,0.4
8414,17.0,11.0,0.2
8415,13.0,7.0,0.4
8416,16.0,13.0,0.4
8417,15.0,7.0,0.2
8418,20.0,12.0,0.3
8419,16.0,11.0,0.3
8420,16.0,13.0,0.3
8421,17.0,7.0,0.6
8422,17.0,15.0,0.4
8423,11.0,13.0,0.6
8424,15.0,10.0,0.6
8425,17.0,7.0,0.7
8426,17.0,11.0,0.4
8427,21.0,9.0,0.9
8428,20.0,8.0,0.4
8429,7.0,8.0,0.4
8430,17.0,9.0,0.3
8431,16.0,8.0,0.7
8432,18.0,9.0,0.6
8433,18.0,9.0,1.0
8434,22.0,7.0,0.2
8435,17.0,12.0,0.8
8436,18.0,9.0,0.2
8437,18.0,10.0,0.9
8438,18.0,10.0,0.3
8439,22.0,10.0,0.1
8440,20.0,8.0,0.7
8441,19.0,11.0,1.0
8442,22.0,12.0,0.8
8443,14.0,13.0,0.5
8444,19.0,12.0,0.6
8445,17.0,10.0,0.3
8446,17.0,13.0,0.7
8447,21.0,7.0,0.7
8448,16.0,12.0,0.5
8449,10.0,9.0,0.6
8450,15.0,9.0,0.3
8451,18.0,9.0,0.2
8452,16.0,10.0,0.8
8453,1.0,10.0,0.8
8454,17.0,7.0,0.5
8455,18.0,10.0,0.2
8456,20.0,10.0,0.8
8457,22.0,7.0,0.4
8458,18.0,12.0,0.3
8459,19.0,14.0,0.1
8460,20.0,15.0,0.4
8461,14.0,7.0,1.0
8462,16.0,10.0,0.9
8463,10.0,7.0,0.3
8464,19.0,11.0,0.8
8465,18.0,13.0,0.4
8466,12.0,12.0,0.9
8467,12.0,12.0,0.2
8468,18.0,9.0,0.5
8469,15.0,13.0,0.7
8470,16.0,13.0,0.8
8471,20.0,9.0,0.5
8472,16.0,10.0,0.8
8473,22.0,10.0,0.6
8474,15.0,13.0,0.7
8475,21.0,8.0,0.2
8476,15.0,8.0,0.3
