,in,dur,out,init_soc
7380,15.0,0.0,15.0,0.5
7381,17.0,23.0,40.0,0.3
7382,18.0,2.0,20.0,0.8
7383,15.0,2.0,17.0,0.3
7384,7.0,23.0,30.0,1.0
7385,20.0,16.0,36.0,0.3
7386,12.0,0.0,12.0,0.2
7387,9.0,23.0,32.0,0.5
7388,13.0,8.0,21.0,0.3
7389,15.0,2.0,17.0,0.2
7390,8.0,5.0,13.0,0.9
7391,9.0,0.0,9.0,0.4
7392,10.0,0.0,10.0,0.5
7393,21.0,10.0,31.0,0.1
7394,9.0,7.0,16.0,0.2
7395,15.0,4.0,19.0,0.6
7396,21.0,22.0,43.0,0.5
7397,20.0,0.0,20.0,0.7
7398,14.0,0.0,14.0,0.2
7399,12.0,21.0,33.0,0.8
7400,18.0,22.0,40.0,0.4
7401,17.0,2.0,19.0,0.9
7402,9.0,7.0,16.0,0.3
7403,15.0,2.0,17.0,0.3
7404,19.0,15.0,34.0,0.9
7405,17.0,14.0,31.0,0.9
7406,14.0,0.0,14.0,0.6
7407,14.0,22.0,36.0,0.4
7408,18.0,2.0,20.0,0.2
7409,8.0,1.0,9.0,0.4
7410,5.0,5.0,10.0,0.9
7411,10.0,1.0,11.0,0.9
7412,16.0,18.0,34.0,0.7
7413,15.0,1.0,16.0,0.3
7414,19.0,13.0,32.0,0.6
7415,18.0,22.0,40.0,0.5
7416,14.0,6.0,20.0,0.5
7417,17.0,1.0,18.0,0.3
7418,8.0,9.0,17.0,0.3
7419,9.0,0.0,9.0,0.7
7420,18.0,1.0,19.0,0.9
7421,13.0,2.0,15.0,0.6
7422,13.0,23.0,36.0,0.6
7423,15.0,1.0,16.0,0.3
7424,19.0,11.0,30.0,0.8
7425,7.0,8.0,15.0,0.7
7426,18.0,12.0,30.0,0.5
7427,9.0,3.0,12.0,0.8
7428,18.0,0.0,18.0,0.6
7429,8.0,8.0,16.0,0.3
7430,12.0,22.0,34.0,0.7
7431,17.0,14.0,31.0,0.5
7432,15.0,8.0,23.0,0.7
7433,14.0,21.0,35.0,0.6
7434,16.0,15.0,31.0,0.3
7435,7.0,8.0,15.0,0.8
7436,15.0,21.0,36.0,0.4
7437,16.0,17.0,33.0,0.9
7438,8.0,8.0,16.0,0.5
7439,14.0,0.0,14.0,0.4
7440,12.0,1.0,13.0,0.8
7441,8.0,5.0,13.0,0.4
7442,13.0,4.0,17.0,0.4
7443,14.0,8.0,22.0,0.8
7444,10.0,0.0,10.0,0.7
7445,21.0,20.0,41.0,0.4
7446,8.0,9.0,17.0,0.5
7447,17.0,15.0,32.0,0.5
7448,16.0,17.0,33.0,0.7
7449,15.0,20.0,35.0,0.6
7450,15.0,2.0,17.0,0.5
7451,18.0,0.0,18.0,0.7
7452,11.0,5.0,16.0,0.2
7453,9.0,5.0,14.0,0.9
7454,22.0,19.0,41.0,0.7
7455,19.0,19.0,38.0,0.7
7456,23.0,7.0,30.0,0.2
7457,17.0,18.0,35.0,1.0
7458,19.0,1.0,20.0,0.6
7459,14.0,3.0,17.0,0.6
7460,19.0,12.0,31.0,0.6
7461,18.0,13.0,31.0,0.1
7462,15.0,0.0,15.0,0.4
7463,12.0,0.0,12.0,0.7
7464,17.0,11.0,28.0,0.7
7465,11.0,0.0,11.0,0.1
7466,11.0,22.0,33.0,0.9
7467,18.0,14.0,32.0,0.5
7468,18.0,17.0,35.0,0.9
7469,18.0,1.0,19.0,0.7
7470,20.0,11.0,31.0,0.5
7471,18.0,1.0,19.0,0.7
7472,8.0,6.0,14.0,1.0
7473,10.0,9.0,19.0,0.4
7474,9.0,7.0,16.0,0.5
7475,10.0,1.0,11.0,0.2
7476,10.0,1.0,11.0,0.4
7477,8.0,6.0,14.0,0.4
7478,17.0,17.0,34.0,0.4
7479,16.0,7.0,23.0,0.1
7480,17.0,0.0,17.0,0.5
7481,15.0,0.0,15.0,0.7
7482,16.0,1.0,17.0,0.1
7483,11.0,2.0,13.0,0.9
7484,22.0,21.0,43.0,0.7
7485,10.0,7.0,17.0,0.7
7486,20.0,9.0,29.0,0.7
7487,15.0,0.0,15.0,0.5
7488,8.0,2.0,10.0,0.6
7489,18.0,1.0,19.0,0.3
7490,15.0,4.0,19.0,0.7
7491,20.0,11.0,31.0,0.9
7492,11.0,23.0,34.0,0.7
7493,9.0,2.0,11.0,0.8
7494,8.0,9.0,17.0,0.9
7495,9.0,8.0,17.0,0.9
7496,23.0,11.0,34.0,0.5
7497,12.0,6.0,18.0,0.5
7498,12.0,7.0,19.0,0.3
7499,11.0,5.0,16.0,0.7
7500,19.0,3.0,22.0,0.2
7501,21.0,8.0,29.0,0.7
7502,20.0,12.0,32.0,0.3
7503,15.0,0.0,15.0,0.8
7504,15.0,0.0,15.0,0.5
7505,9.0,0.0,9.0,0.6
7506,15.0,2.0,17.0,0.2
7507,14.0,1.0,15.0,0.6
7508,16.0,4.0,20.0,0.1
7509,9.0,9.0,18.0,0.3
7510,11.0,2.0,13.0,0.2
7511,12.0,0.0,12.0,0.5
7512,9.0,7.0,16.0,0.7
7513,11.0,1.0,12.0,0.5
7514,17.0,22.0,39.0,1.0
7515,12.0,1.0,13.0,0.4
7516,9.0,5.0,14.0,0.2
7517,14.0,0.0,14.0,0.4
7518,11.0,21.0,32.0,0.9
7519,18.0,16.0,34.0,0.3
7520,7.0,10.0,17.0,0.5
7521,21.0,11.0,32.0,0.2
7522,13.0,1.0,14.0,0.8
7523,14.0,3.0,17.0,0.7
7524,12.0,2.0,14.0,0.3
7525,12.0,20.0,32.0,0.4
7526,13.0,3.0,16.0,0.5
7527,16.0,16.0,32.0,0.4
7528,17.0,12.0,29.0,0.2
7529,18.0,0.0,18.0,0.8
7530,11.0,1.0,12.0,1.0
7531,12.0,5.0,17.0,0.5
7532,6.0,0.0,6.0,1.0
7533,11.0,22.0,33.0,0.9
7534,10.0,6.0,16.0,1.0
7535,18.0,12.0,30.0,0.9
7536,19.0,1.0,20.0,0.4
7537,13.0,0.0,13.0,0.2
7538,12.0,22.0,34.0,0.3
7539,11.0,1.0,12.0,0.5
7540,10.0,0.0,10.0,0.2
7541,18.0,0.0,18.0,0.9
7542,14.0,0.0,14.0,0.6
7543,15.0,1.0,16.0,0.8
7544,13.0,3.0,16.0,0.2
7545,10.0,1.0,11.0,0.4
7546,20.0,10.0,30.0,0.4
7547,7.0,9.0,16.0,1.0
7548,15.0,21.0,36.0,0.3
7549,20.0,21.0,41.0,0.3
7550,13.0,20.0,33.0,0.6
7551,10.0,4.0,14.0,0.6
7552,2.0,5.0,7.0,0.2
7553,9.0,0.0,9.0,0.7
7554,16.0,14.0,30.0,0.2
7555,5.0,8.0,13.0,0.5
7556,9.0,0.0,9.0,0.3
7557,23.0,8.0,31.0,0.1
7558,19.0,11.0,30.0,0.4
7559,14.0,1.0,15.0,0.5
7560,18.0,0.0,18.0,0.8
7561,19.0,0.0,19.0,0.6
7562,16.0,1.0,17.0,0.8
7563,20.0,0.0,20.0,0.6
7564,17.0,1.0,18.0,0.2
7565,12.0,3.0,15.0,0.8
7566,10.0,1.0,11.0,1.0
7567,10.0,1.0,11.0,0.3
7568,13.0,0.0,13.0,0.7
7569,10.0,3.0,13.0,0.6
7570,19.0,13.0,32.0,0.1
7571,18.0,13.0,31.0,0.3
7572,8.0,8.0,16.0,0.4
7573,14.0,1.0,15.0,0.4
7574,19.0,14.0,33.0,0.6
7575,14.0,4.0,18.0,0.2
7576,21.0,15.0,36.0,0.1
7577,12.0,1.0,13.0,0.5
7578,20.0,21.0,41.0,0.3
7579,19.0,12.0,31.0,0.5
7580,17.0,19.0,36.0,0.3
7581,12.0,0.0,12.0,0.6
7582,18.0,13.0,31.0,0.5
7583,10.0,23.0,33.0,0.3
7584,14.0,19.0,33.0,0.8
7585,7.0,1.0,8.0,0.8
7586,17.0,1.0,18.0,0.9
7587,18.0,0.0,18.0,0.6
7588,10.0,0.0,10.0,0.9
7589,14.0,0.0,14.0,0.4
7590,8.0,7.0,15.0,1.0
7591,13.0,0.0,13.0,0.5
7592,19.0,12.0,31.0,0.3
7593,8.0,13.0,21.0,1.0
7594,20.0,0.0,20.0,0.2
7595,15.0,5.0,20.0,0.7
7596,18.0,23.0,41.0,0.9
7597,18.0,12.0,30.0,0.5
7598,19.0,10.0,29.0,0.6
7599,8.0,4.0,12.0,0.4
7600,16.0,3.0,19.0,0.1
7601,9.0,0.0,9.0,0.7
7602,17.0,19.0,36.0,0.2
7603,13.0,1.0,14.0,0.3
7604,7.0,0.0,7.0,0.3
7605,8.0,4.0,12.0,0.8
7606,16.0,14.0,30.0,0.6
7607,14.0,21.0,35.0,0.8
7608,21.0,8.0,29.0,0.3
7609,20.0,11.0,31.0,0.5
7610,13.0,6.0,19.0,0.2
7611,21.0,14.0,35.0,0.2
7612,14.0,3.0,17.0,0.6
7613,10.0,8.0,18.0,0.4
7614,20.0,0.0,20.0,0.2
7615,12.0,21.0,33.0,0.4
7616,10.0,9.0,19.0,0.8
7617,8.0,6.0,14.0,0.3
7618,10.0,0.0,10.0,0.9
7619,15.0,2.0,17.0,1.0
7620,19.0,13.0,32.0,0.2
7621,18.0,13.0,31.0,0.7
7622,19.0,1.0,20.0,0.3
7623,18.0,14.0,32.0,0.2
7624,15.0,19.0,34.0,0.2
7625,20.0,18.0,38.0,0.5
7626,18.0,2.0,20.0,0.3
7627,11.0,1.0,12.0,0.9
7628,10.0,0.0,10.0,0.4
7629,15.0,7.0,22.0,0.2
7630,13.0,0.0,13.0,0.4
7631,12.0,0.0,12.0,0.1
7632,19.0,14.0,33.0,0.6
7633,16.0,18.0,34.0,0.4
7634,13.0,0.0,13.0,0.4
7635,16.0,22.0,38.0,0.7
7636,12.0,1.0,13.0,0.5
7637,18.0,13.0,31.0,0.5
7638,18.0,14.0,32.0,0.5
7639,22.0,0.0,22.0,0.5
7640,15.0,5.0,20.0,0.3
7641,7.0,9.0,16.0,0.5
7642,18.0,0.0,18.0,0.2
7643,15.0,0.0,15.0,0.4
7644,10.0,0.0,10.0,0.7
7645,12.0,1.0,13.0,0.8
7646,13.0,4.0,17.0,0.3
7647,7.0,8.0,15.0,0.8
7648,13.0,2.0,15.0,0.9
7649,19.0,12.0,31.0,0.1
7650,9.0,10.0,19.0,0.3
7651,18.0,15.0,33.0,0.5
7652,20.0,1.0,21.0,0.8
7653,18.0,18.0,36.0,0.6
7654,18.0,13.0,31.0,0.5
7655,16.0,22.0,38.0,0.6
7656,13.0,4.0,17.0,0.4
7657,17.0,4.0,21.0,0.5
7658,18.0,19.0,37.0,0.9
7659,9.0,9.0,18.0,0.6
7660,6.0,8.0,14.0,0.4
7661,15.0,1.0,16.0,0.1
7662,16.0,16.0,32.0,0.9
7663,11.0,0.0,11.0,0.5
7664,9.0,0.0,9.0,0.9
7665,6.0,11.0,17.0,0.8
7666,19.0,13.0,32.0,0.2
7667,13.0,0.0,13.0,0.7
7668,10.0,7.0,17.0,0.8
7669,17.0,23.0,40.0,0.7
7670,10.0,2.0,12.0,0.2
7671,17.0,14.0,31.0,0.8
7672,15.0,0.0,15.0,0.3
7673,10.0,6.0,16.0,0.4
7674,9.0,8.0,17.0,0.7
7675,19.0,14.0,33.0,0.4
7676,15.0,6.0,21.0,0.5
7677,16.0,3.0,19.0,0.4
7678,13.0,6.0,19.0,0.6
7679,14.0,23.0,37.0,0.7
7680,12.0,0.0,12.0,0.7
7681,9.0,7.0,16.0,0.4
7682,19.0,13.0,32.0,0.5
7683,19.0,1.0,20.0,0.7
7684,19.0,0.0,19.0,0.4
7685,17.0,17.0,34.0,0.5
7686,18.0,11.0,29.0,0.7
7687,11.0,2.0,13.0,0.6
7688,13.0,0.0,13.0,0.5
7689,11.0,0.0,11.0,0.6
7690,15.0,5.0,20.0,0.7
7691,10.0,6.0,16.0,0.3
7692,10.0,1.0,11.0,0.5
7693,21.0,11.0,32.0,0.4
7694,18.0,11.0,29.0,0.6
7695,16.0,24.0,40.0,0.5
7696,19.0,13.0,32.0,0.1
7697,19.0,0.0,19.0,0.6
7698,13.0,0.0,13.0,0.9
7699,16.0,1.0,17.0,0.7
7700,15.0,0.0,15.0,0.3
7701,18.0,14.0,32.0,0.7
7702,18.0,4.0,22.0,0.5
7703,13.0,3.0,16.0,0.4
7704,12.0,0.0,12.0,0.3
7705,16.0,19.0,35.0,0.8
7706,17.0,1.0,18.0,0.7
7707,18.0,13.0,31.0,0.4
7708,17.0,13.0,30.0,0.3
7709,11.0,0.0,11.0,0.3
7710,13.0,1.0,14.0,0.8
7711,9.0,10.0,19.0,0.9
7712,14.0,1.0,15.0,1.0
7713,19.0,0.0,19.0,0.4
7714,14.0,0.0,14.0,0.6
7715,19.0,1.0,20.0,0.6
7716,10.0,2.0,12.0,0.6
7717,16.0,2.0,18.0,0.9
7718,8.0,7.0,15.0,0.4
7719,11.0,1.0,12.0,0.4
7720,10.0,0.0,10.0,0.3
7721,16.0,7.0,23.0,0.8
7722,17.0,21.0,38.0,0.2
7723,10.0,23.0,33.0,0.6
7724,9.0,3.0,12.0,0.7
7725,9.0,6.0,15.0,0.3
7726,13.0,0.0,13.0,0.7
7727,16.0,16.0,32.0,0.5
7728,9.0,3.0,12.0,0.5
7729,12.0,1.0,13.0,0.6
7730,20.0,12.0,32.0,0.4
7731,21.0,11.0,32.0,0.2
7732,16.0,21.0,37.0,0.5
7733,19.0,1.0,20.0,0.5
7734,10.0,1.0,11.0,0.3
7735,19.0,1.0,20.0,1.0
7736,17.0,3.0,20.0,0.6
7737,13.0,4.0,17.0,0.6
7738,8.0,10.0,18.0,0.7
7739,12.0,22.0,34.0,1.0
7740,24.0,16.0,40.0,0.6
7741,19.0,13.0,32.0,0.6
7742,18.0,0.0,18.0,0.7
7743,10.0,7.0,17.0,0.2
7744,10.0,4.0,14.0,0.8
7745,15.0,0.0,15.0,0.9
7746,11.0,0.0,11.0,1.0
7747,15.0,2.0,17.0,0.4
7748,21.0,10.0,31.0,0.5
7749,10.0,2.0,12.0,0.8
7750,21.0,12.0,33.0,0.1
7751,18.0,15.0,33.0,0.6
7752,19.0,0.0,19.0,0.5
7753,12.0,0.0,12.0,0.7
7754,9.0,1.0,10.0,0.7
7755,8.0,1.0,9.0,0.8
7756,24.0,8.0,32.0,0.7
7757,21.0,16.0,37.0,0.8
7758,7.0,0.0,7.0,0.8
7759,20.0,10.0,30.0,0.2
7760,21.0,12.0,33.0,0.2
7761,14.0,0.0,14.0,0.5
7762,13.0,1.0,14.0,0.8
7763,10.0,7.0,17.0,0.6
7764,21.0,10.0,31.0,0.1
7765,9.0,9.0,18.0,0.5
7766,23.0,11.0,34.0,0.6
7767,10.0,5.0,15.0,0.9
7768,19.0,11.0,30.0,0.4
7769,8.0,23.0,31.0,0.2
7770,21.0,10.0,31.0,0.4
7771,17.0,0.0,17.0,0.8
7772,14.0,2.0,16.0,0.9
7773,17.0,14.0,31.0,0.6
7774,9.0,8.0,17.0,0.9
7775,15.0,2.0,17.0,0.4
7776,12.0,0.0,12.0,0.5
7777,13.0,1.0,14.0,0.7
7778,18.0,0.0,18.0,0.1
7779,11.0,5.0,16.0,0.8
7780,12.0,21.0,33.0,0.3
7781,13.0,0.0,13.0,0.9
7782,19.0,0.0,19.0,0.6
7783,15.0,0.0,15.0,0.8
7784,16.0,20.0,36.0,0.7
7785,16.0,23.0,39.0,0.5
7786,9.0,0.0,9.0,0.9
7787,16.0,1.0,17.0,0.9
7788,15.0,21.0,36.0,0.9
7789,20.0,21.0,41.0,0.2
7790,10.0,0.0,10.0,0.5
7791,17.0,22.0,39.0,0.4
7792,7.0,8.0,15.0,0.8
7793,17.0,12.0,29.0,0.3
7794,9.0,8.0,17.0,0.8
7795,20.0,0.0,20.0,0.2
7796,15.0,21.0,36.0,0.2
7797,22.0,23.0,45.0,0.1
7798,8.0,9.0,17.0,0.7
7799,6.0,11.0,17.0,1.0
7800,17.0,13.0,30.0,0.2
7801,9.0,4.0,13.0,1.0
7802,13.0,0.0,13.0,0.4
7803,11.0,22.0,33.0,0.8
7804,19.0,4.0,23.0,0.8
7805,10.0,5.0,15.0,0.6
7806,7.0,10.0,17.0,0.9
7807,13.0,19.0,32.0,0.5
7808,9.0,7.0,16.0,0.4
7809,8.0,7.0,15.0,0.3
7810,12.0,0.0,12.0,0.9
7811,16.0,0.0,16.0,0.3
7812,13.0,0.0,13.0,0.8
7813,8.0,0.0,8.0,0.8
7814,15.0,3.0,18.0,0.3
7815,15.0,1.0,16.0,0.3
7816,20.0,11.0,31.0,0.4
7817,18.0,13.0,31.0,0.5
7818,11.0,4.0,15.0,0.4
7819,20.0,18.0,38.0,0.8
7820,8.0,12.0,20.0,0.9
7821,10.0,1.0,11.0,0.8
7822,16.0,3.0,19.0,0.4
7823,18.0,15.0,33.0,0.9
7824,16.0,2.0,18.0,0.5
7825,18.0,14.0,32.0,1.0
7826,18.0,12.0,30.0,0.8
7827,17.0,14.0,31.0,0.4
7828,18.0,13.0,31.0,0.4
7829,16.0,23.0,39.0,0.3
7830,19.0,2.0,21.0,0.6
7831,17.0,13.0,30.0,0.6
7832,12.0,2.0,14.0,0.5
7833,11.0,1.0,12.0,0.9
7834,10.0,3.0,13.0,0.8
7835,10.0,22.0,32.0,0.4
7836,17.0,0.0,17.0,0.6
7837,10.0,22.0,32.0,0.2
7838,15.0,7.0,22.0,0.9
7839,10.0,0.0,10.0,0.5
7840,16.0,0.0,16.0,0.8
7841,18.0,19.0,37.0,0.4
7842,17.0,17.0,34.0,0.5
7843,9.0,2.0,11.0,0.7
7844,18.0,14.0,32.0,0.9
7845,7.0,8.0,15.0,0.8
7846,14.0,9.0,23.0,0.9
7847,24.0,10.0,34.0,0.6
7848,16.0,0.0,16.0,0.5
7849,18.0,2.0,20.0,0.8
7850,13.0,0.0,13.0,0.2
7851,10.0,5.0,15.0,0.6
7852,21.0,0.0,21.0,0.9
7853,8.0,9.0,17.0,0.4
7854,24.0,11.0,35.0,0.8
7855,18.0,16.0,34.0,0.3
7856,9.0,1.0,10.0,0.8
7857,19.0,16.0,35.0,0.2
7858,17.0,2.0,19.0,0.3
7859,10.0,3.0,13.0,0.9
7860,12.0,6.0,18.0,0.8
7861,15.0,13.0,28.0,0.8
7862,13.0,23.0,36.0,0.3
7863,13.0,0.0,13.0,0.8
7864,8.0,8.0,16.0,0.8
7865,17.0,7.0,24.0,0.8
7866,7.0,11.0,18.0,0.7
7867,17.0,17.0,34.0,0.3
7868,15.0,0.0,15.0,1.0
7869,19.0,15.0,34.0,0.5
7870,8.0,23.0,31.0,0.5
7871,9.0,0.0,9.0,0.5
7872,8.0,3.0,11.0,0.8
7873,16.0,15.0,31.0,0.5
7874,15.0,18.0,33.0,0.6
7875,9.0,3.0,12.0,0.3
7876,14.0,2.0,16.0,0.5
7877,9.0,8.0,17.0,0.8
7878,7.0,0.0,7.0,0.6
7879,20.0,13.0,33.0,0.5
7880,7.0,11.0,18.0,0.8
7881,11.0,1.0,12.0,0.8
7882,13.0,0.0,13.0,1.0
7883,16.0,14.0,30.0,0.6
7884,10.0,7.0,17.0,0.4
7885,14.0,2.0,16.0,0.7
7886,18.0,0.0,18.0,0.1
7887,18.0,13.0,31.0,0.7
7888,9.0,0.0,9.0,0.5
7889,7.0,8.0,15.0,0.4
7890,16.0,2.0,18.0,0.4
7891,18.0,19.0,37.0,0.5
7892,18.0,13.0,31.0,0.8
7893,19.0,1.0,20.0,0.2
7894,16.0,18.0,34.0,0.7
7895,20.0,15.0,35.0,0.3
7896,12.0,22.0,34.0,0.9
7897,15.0,20.0,35.0,0.5
7898,16.0,19.0,35.0,0.3
7899,12.0,23.0,35.0,0.5
7900,12.0,0.0,12.0,0.7
7901,17.0,16.0,33.0,0.2
7902,19.0,16.0,35.0,0.1
7903,12.0,0.0,12.0,0.4
7904,11.0,7.0,18.0,0.2
7905,19.0,2.0,21.0,0.8
7906,9.0,0.0,9.0,0.7
7907,13.0,5.0,18.0,0.7
7908,18.0,17.0,35.0,0.7
7909,21.0,10.0,31.0,0.4
7910,17.0,0.0,17.0,0.8
7911,22.0,11.0,33.0,0.3
7912,19.0,1.0,20.0,0.7
7913,15.0,0.0,15.0,0.3
7914,17.0,23.0,40.0,0.9
7915,9.0,10.0,19.0,0.9
7916,10.0,6.0,16.0,0.8
7917,13.0,3.0,16.0,0.7
7918,17.0,15.0,32.0,0.2
7919,18.0,14.0,32.0,0.3
7920,10.0,22.0,32.0,0.9
7921,10.0,0.0,10.0,0.8
7922,19.0,22.0,41.0,0.2
7923,16.0,3.0,19.0,0.4
7924,10.0,23.0,33.0,0.7
7925,17.0,7.0,24.0,0.1
7926,16.0,0.0,16.0,0.5
7927,20.0,11.0,31.0,0.9
7928,9.0,7.0,16.0,0.4
7929,24.0,8.0,32.0,0.4
7930,18.0,13.0,31.0,0.2
7931,20.0,18.0,38.0,0.9
7932,17.0,0.0,17.0,0.8
7933,21.0,1.0,22.0,0.8
7934,18.0,2.0,20.0,0.5
7935,18.0,0.0,18.0,0.9
7936,9.0,7.0,16.0,0.7
7937,19.0,12.0,31.0,0.7
7938,7.0,1.0,8.0,0.3
7939,13.0,20.0,33.0,0.2
7940,12.0,6.0,18.0,0.8
7941,13.0,23.0,36.0,0.8
7942,21.0,8.0,29.0,0.9
7943,6.0,12.0,18.0,0.9
7944,8.0,9.0,17.0,0.1
7945,19.0,22.0,41.0,0.7
7946,8.0,10.0,18.0,0.5
7947,19.0,13.0,32.0,0.6
7948,16.0,14.0,30.0,0.5
7949,22.0,10.0,32.0,0.6
7950,16.0,1.0,17.0,0.2
7951,7.0,3.0,10.0,0.5
7952,17.0,1.0,18.0,0.6
7953,15.0,6.0,21.0,0.8
7954,12.0,1.0,13.0,0.3
7955,22.0,21.0,43.0,0.4
7956,14.0,0.0,14.0,0.4
7957,19.0,13.0,32.0,0.2
7958,12.0,1.0,13.0,0.5
7959,17.0,0.0,17.0,1.0
7960,8.0,0.0,8.0,1.0
7961,21.0,22.0,43.0,0.2
7962,6.0,14.0,20.0,0.4
7963,17.0,12.0,29.0,0.7
7964,16.0,22.0,38.0,0.7
7965,16.0,19.0,35.0,0.3
7966,13.0,22.0,35.0,0.6
7967,19.0,13.0,32.0,0.7
7968,10.0,1.0,11.0,1.0
7969,8.0,9.0,17.0,0.3
7970,15.0,21.0,36.0,0.2
7971,13.0,0.0,13.0,0.9
7972,18.0,13.0,31.0,0.5
7973,19.0,1.0,20.0,0.8
7974,13.0,1.0,14.0,0.6
7975,14.0,6.0,20.0,0.9
7976,12.0,23.0,35.0,0.3
7977,10.0,0.0,10.0,0.4
7978,9.0,8.0,17.0,0.9
7979,12.0,0.0,12.0,1.0
7980,18.0,1.0,19.0,0.3
7981,11.0,5.0,16.0,0.8
7982,17.0,22.0,39.0,0.5
7983,11.0,4.0,15.0,0.2
7984,17.0,15.0,32.0,0.7
7985,8.0,23.0,31.0,0.6
7986,18.0,13.0,31.0,0.4
7987,17.0,12.0,29.0,0.9
7988,18.0,14.0,32.0,0.4
7989,15.0,2.0,17.0,0.3
7990,16.0,0.0,16.0,0.2
7991,17.0,22.0,39.0,0.3
7992,9.0,1.0,10.0,0.2
7993,15.0,1.0,16.0,0.9
7994,18.0,12.0,30.0,0.2
7995,18.0,14.0,32.0,0.5
7996,18.0,17.0,35.0,0.8
7997,15.0,2.0,17.0,0.3
7998,11.0,2.0,13.0,0.5
7999,9.0,9.0,18.0,0.4
8000,17.0,1.0,18.0,0.8
8001,11.0,19.0,30.0,0.8
8002,5.0,14.0,19.0,0.9
8003,12.0,1.0,13.0,0.3
8004,16.0,3.0,19.0,0.3
8005,19.0,17.0,36.0,0.3
8006,15.0,0.0,15.0,0.5
8007,15.0,19.0,34.0,0.6
8008,22.0,0.0,22.0,0.7
8009,19.0,12.0,31.0,0.2
8010,20.0,3.0,23.0,0.4
8011,13.0,0.0,13.0,0.8
8012,10.0,1.0,11.0,0.7
8013,14.0,6.0,20.0,0.6
8014,17.0,2.0,19.0,0.9
8015,17.0,15.0,32.0,0.5
8016,19.0,11.0,30.0,0.6
8017,21.0,15.0,36.0,0.2
8018,18.0,18.0,36.0,0.6
8019,6.0,9.0,15.0,0.8
8020,8.0,8.0,16.0,0.5
8021,22.0,20.0,42.0,0.8
8022,22.0,1.0,23.0,0.4
8023,12.0,0.0,12.0,0.3
8024,10.0,0.0,10.0,0.6
8025,15.0,2.0,17.0,0.7
8026,22.0,10.0,32.0,0.4
8027,20.0,1.0,21.0,0.4
8028,19.0,0.0,19.0,0.6
8029,14.0,3.0,17.0,0.4
8030,9.0,1.0,10.0,0.7
8031,18.0,10.0,28.0,0.3
8032,11.0,19.0,30.0,0.6
8033,16.0,0.0,16.0,0.1
8034,19.0,2.0,21.0,0.7
8035,18.0,21.0,39.0,0.4
8036,11.0,2.0,13.0,0.7
8037,7.0,10.0,17.0,0.9
8038,19.0,1.0,20.0,0.5
8039,7.0,8.0,15.0,0.6
8040,16.0,0.0,16.0,0.9
8041,13.0,19.0,32.0,0.6
8042,18.0,1.0,19.0,0.1
8043,9.0,8.0,17.0,0.6
8044,13.0,1.0,14.0,0.6
8045,12.0,1.0,13.0,0.7
8046,17.0,13.0,30.0,0.6
8047,13.0,6.0,19.0,0.9
8048,14.0,20.0,34.0,0.8
8049,17.0,14.0,31.0,0.9
8050,13.0,0.0,13.0,0.4
8051,14.0,19.0,33.0,0.3
8052,17.0,19.0,36.0,0.8
8053,20.0,12.0,32.0,0.2
8054,22.0,1.0,23.0,0.7
8055,16.0,0.0,16.0,0.8
8056,8.0,0.0,8.0,0.7
8057,20.0,0.0,20.0,0.6
8058,13.0,3.0,16.0,0.8
8059,18.0,0.0,18.0,0.2
8060,12.0,23.0,35.0,0.9
8061,19.0,15.0,34.0,0.3
8062,11.0,6.0,17.0,0.3
8063,13.0,0.0,13.0,0.9
8064,7.0,23.0,30.0,0.3
8065,12.0,22.0,34.0,0.7
8066,18.0,1.0,19.0,0.5
8067,18.0,14.0,32.0,0.2
8068,14.0,1.0,15.0,0.8
8069,11.0,0.0,11.0,0.7
8070,13.0,1.0,14.0,0.7
8071,9.0,9.0,18.0,0.4
8072,18.0,14.0,32.0,0.8
8073,20.0,21.0,41.0,0.8
8074,10.0,9.0,19.0,1.0
8075,17.0,12.0,29.0,0.2
8076,14.0,1.0,15.0,0.3
8077,6.0,11.0,17.0,0.4
8078,15.0,16.0,31.0,0.8
8079,12.0,0.0,12.0,0.1
8080,10.0,2.0,12.0,0.6
8081,18.0,18.0,36.0,0.8
8082,18.0,14.0,32.0,0.6
8083,10.0,2.0,12.0,0.6
8084,11.0,1.0,12.0,0.9
8085,17.0,1.0,18.0,0.3
8086,21.0,12.0,33.0,0.4
8087,16.0,18.0,34.0,0.8
8088,8.0,4.0,12.0,0.9
8089,13.0,0.0,13.0,0.4
8090,11.0,1.0,12.0,1.0
8091,8.0,5.0,13.0,0.3
8092,9.0,8.0,17.0,0.3
8093,17.0,23.0,40.0,0.2
8094,9.0,2.0,11.0,0.3
8095,8.0,0.0,8.0,0.6
8096,13.0,4.0,17.0,1.0
8097,12.0,4.0,16.0,0.3
8098,19.0,13.0,32.0,0.6
8099,22.0,8.0,30.0,0.7
8100,19.0,1.0,20.0,0.5
8101,13.0,4.0,17.0,0.5
8102,19.0,12.0,31.0,0.5
8103,19.0,13.0,32.0,0.5
8104,14.0,1.0,15.0,0.2
8105,11.0,0.0,11.0,0.8
8106,10.0,1.0,11.0,0.4
8107,10.0,0.0,10.0,0.5
8108,10.0,0.0,10.0,0.8
8109,9.0,1.0,10.0,0.8
8110,18.0,15.0,33.0,0.6
8111,9.0,21.0,30.0,0.4
8112,8.0,4.0,12.0,0.6
8113,14.0,19.0,33.0,0.8
8114,21.0,14.0,35.0,1.0
8115,22.0,18.0,40.0,0.8
